Cor_SCNA_Pro.correlation	Cor_SCNA_Pro.cor.pvalue	Cor_SCNA_mRNA.correlation	Cor_SCNA_mRNA.cor.pvalue
FBXL18	0.448051576229248	2.27973411434246e-07	0.395922974407513	6.95573138325659e-06
ACTB	0.267922997716828	0.00284889954147369	0.417381435573088	1.72850336579356e-06
FSCN1	0.388623746460221	9.71340290027861e-06	0.336012925910643	0.000154450237594927
RNF216	0.409135704017273	1.33345924093358e-05	0.460514039235942	9.44054072815658e-08
CCZ1	0.267448197754796	0.00290041997215141	0.295720539294423	0.000943003352850029
PMS2	0.370513966957799	2.6591706052736e-05	0.507135494383727	4.61982308165768e-09
AIMP2	0.267228810212186	0.00292450807765287	0.409060915538647	0.000360127673023233
EIF2AK1	0.344656134082907	0.000173274706907442	0.279713831914723	0.00180688632830916
USP42	0.296828379893302	0.00427517072611342	0.224069846182042	0.0130982480455633
CYTH3	0.0205767275472867	0.822009236499938	0.124162267441239	0.173015601443167
RAC1	0.0741059978618817	0.417240840414821	0.527850311485839	4.16663361729916e-10
DAGLB	0.120061693869123	0.187757113674356	0.349599108065595	9.08467122889028e-05
C7orf26	0.066362119007185	0.467686224613235	0.359839358647007	4.6838484577916e-05
COL28A1	-0.0555708300499832	0.655126243274497	0.08234175635249	0.367235382600146
MIOS	0.2383480858932	0.00819920161536506	0.298275899153218	0.000847044119549285
RPA3	0.0133811670569378	0.883696538175377	0.26763787056492	0.00299942978753326
GLCCI1	0.108683484371518	0.249712991146993	0.0788841982639495	0.38776276335187
ICA1	0.103064794209438	0.258611080211766	0.152740393176427	0.0930399614784052
NDUFA4	0.00424894522784681	0.962953014863089	0.134079884139247	0.140920489969508
PHF14	-0.0142043935567738	0.876596367856217	0.435033848069658	5.51925239498493e-07
THSD7A	0.182552175045463	0.0586263345461161	0.137280975248735	0.131591191730351
TMEM106B	-0.0454097546382427	0.619428788264832	0.153116306349824	0.0922283662853333
VWDE	-0.0895004066734506	0.582864756356015	0.127340873026239	0.173133887615182
SCIN	0.00758091934562125	0.933952384494865	0.00347739909989806	0.969676649926272
DGKB	-0.115820897603545	0.237089070416151	0.219606298688348	0.036478256330853
ISPD	0.123699299790135	0.174635836954859	0.0753208615333682	0.409624970761206
ANKMY2	0.311663861051673	0.000475025796952907	0.378172660172404	1.74960893029755e-05
BZW2	0.184576455694514	0.0418259317869774	0.255542882134764	0.00467050724430608
TSPAN13	0.0885264326980559	0.332223111209254	0.0480532864381172	0.599162188819889
AGR2	0.0745757812787433	0.414286086228717	0.0252978484511589	0.783879208481159
AGR3	0.0456816109926615	0.61733102385979	-0.0643766540844901	0.492359026990895
AHR	0.299233559146272	0.000813448109021773	0.135763132085318	0.135954106899208
SNX13	0.155124191918774	0.146625836220659	0.205879763745839	0.0229037764196691
HDAC9	0.0700270120036866	0.443407011731509	0.0651243584548671	0.477898927466656
TWISTNB	0.425079292342301	1.05904243800877e-06	0.412369443395401	2.36260412548063e-06
MACC1	0.186568840129721	0.0396276802140684	0.130587974101161	0.15338440934772
ITGB8	0.0456863411723102	0.668954348651546	0.115015590595986	0.207128157502248
ABCB5	0.131370686474019	0.29305938154353	-0.0185909938870794	0.847840476225684
SP4	0.156887147769064	0.0843942368475523	0.00416740429256433	0.963663488271214
DNAH11	0.112760816672021	0.289978449573946	0.31044980321691	0.05121538286661
CDCA7L	-0.0530738203522458	0.60374064501611	0.143254316937899	0.115455754725436
TOMM7	-0.0271250455485069	0.774512654315404	0.363910071410617	3.78329286231665e-05
FAM126A	0.259622496575353	0.00387955624628113	0.219949998342554	0.0149203673922214
KLHL7	0.244712674652807	0.00868923286039326	0.254877784598493	0.00460867678820737
NUPL2	0.108807423360907	0.232872995660085	0.437918320964918	4.55163482302839e-07
GPNMB	0.162092652338227	0.0744632230870918	0.153829503276842	0.0907040160611235
MALSU1	-0.0279993645182597	0.784332972791793	0.404715549974079	3.77110519740246e-06
IGF2BP3	-0.0904579076009726	0.32174037702868	0.0792336161305006	0.391687500015434
TRA2A	0.121032963656024	0.184185329658829	0.233980227448216	0.00948935558385171
FAM221A	0.189680863439801	0.10311667878792	0.153878539612405	0.0905999479829309
MPP6	0.158511172174959	0.0811883813470469	0.120568326595976	0.185887756054811
DFNA5	0.255650637097987	0.00448213408097159	0.249402819901036	0.00560040183470664
OSBPL3	0.336775064621335	0.00014888448652101	0.222597055756696	0.0137259873681157
CYCS	0.185870152231321	0.0403872724827322	0.186070678320394	0.0401680295011899
CBX3	0.187754474738196	0.0383660987140636	0.424292259679138	1.23510040588188e-06
SNX10	0.329659174518876	0.0107818407337522	0.0696242455314739	0.449871101286454
SKAP2	0.0807581682695778	0.37655272772163	0.212210657212704	0.0189452503727309
HIBADH	0.366825671871469	3.24099293387721e-05	0.491306503293756	9.13950455550402e-09
TAX1BP1	0.187956758791905	0.0381542601634294	0.337990606424986	0.000235226577626519
CREB5	0.0777093455465803	0.394892014248151	0.156628974507381	0.0849130687747934
TRIL	0.0414096871908096	0.757599913826385	0.264954952907318	0.00318499762042325
CPVL	0.0842082332202127	0.356437538019911	0.0440634828761843	0.631298261937604
CHN2	0.119705878517387	0.306329020708147	0.118767352500786	0.411370540637736
PRR15	0.0853820708335626	0.349749014281694	0.0473452655827597	0.610673696881271
WIPF3	0.0482084884986172	0.714530104607103	0.0635011642631344	0.487133932428179
SCRN1	0.334838041113222	0.000163410154457268	0.407251649549503	3.23395606949261e-06
FKBP14	0.340840718361461	0.000122214329804795	0.460619236362463	9.36913677512009e-08
PLEKHA8	-0.0127378560287432	0.924393723779054	0.276906926477268	0.00201737694684948
ZNRF2	0.220220957190589	0.0147940891011953	0.312861177843179	0.000476042878377029
GGCT	0.256871029684484	0.00428863553182558	0.472179899905176	4.00413105854781e-08
GARS	0.422792448632595	1.2265017389013e-06	0.425106284801602	1.05720216845186e-06
FAM188B	0.0372357301582331	0.685123155776276	0.162206710546232	0.0742566687063326
AQP1	0.0779734744338664	0.393282443196902	0.103758514157242	0.255402454415684
LSM5	0.0522766440826442	0.567415848638124	0.142445682174316	0.117545522409486
AVL9	0.264722442778449	0.00321277670534401	0.487592360037556	1.22631903463387e-08
KBTBD2	0.489650985049849	1.04237049618505e-08	0.408669271328891	2.96614442796382e-06
FKBP9	0.203431656763938	0.024614497565575	0.307674378202094	0.000565992342885796
NT5C3A	0.0792232764286174	0.385719661145911	0.193937442521756	0.0323206240756196
BBS9	-0.028488946938977	0.755424680535833	0.318296516548478	0.000353054279054066
RP9	0.299095849043399	0.000818202804872541	0.43619684305204	5.10764699713339e-07
BMPER	0.195138548354817	0.276477569801509	0.11929065276511	0.196290956720417
DPY19L1	0.184151142648697	0.0423081585211828	0.218867858256934	0.0154340871151201
SEPT7	0.252301761609869	0.00505385049371183	0.280179255417915	0.00177397719976444
EEPD1	0.0756701273622679	0.440742208618305	0.0833033889503515	0.365695934356662
ANLN	0.169074199905575	0.0626472019169002	0.213449756594761	0.0182438199433941
AOAH	0.104370389988318	0.264859811949483	0.0388150406936817	0.671221160738659
ELMO1	0.0733620194414126	0.421945184212572	0.102510248686766	0.261195749793954
EPDR1	0.0750248615747714	0.500251481084643	0.1209282529865	0.188284479341884
SFRP4	0.0434194667567701	0.634879170046473	0.0132258788361135	0.885036921625723
AMPH	0.110513475412588	0.225584776900196	0.152957834761037	0.0939454717940414
VPS41	0.104355677810455	0.252662396937814	0.421661012301907	1.31837456587416e-06
YAE1D1	0.267021837880453	0.00543045601789845	0.47850874893182	2.48052725220092e-08
RALA	0.296328888092283	0.000919297344690771	0.397786410553186	5.70210734677512e-06
CDK13	0.256501477520935	0.00434642472304946	0.355500393224109	5.86239272429832e-05
MPLKIP	0.049908153132851	0.621931815065146	0.346881270532307	9.06897301558177e-05
INHBA	0.229394394074102	0.0110331121152766	0.184398477217397	0.042027164735034
GLI3	0.0963131467419605	0.291280074674697	0.156626992677992	0.0849170613419589
C7orf25	0.310978478228011	0.000489627192922617	0.264961115040227	0.00318426435046572
HECW1	0.0956024421936974	0.294871647772366	0.204129813598309	0.0259612544646469
MRPL32	0.0193391531310669	0.832552760653782	0.437714987965672	4.61417287067293e-07
PSMA2	0.0754888794158051	0.408578146385273	0.331183202843408	0.000194464698439731
STK17A	0.101439481043004	0.303168920729579	0.0734819166274778	0.425098149065657
COA1	0.0618373016933162	0.560369081385085	0.214072624988531	0.0178997855300719
BLVRA	0.308980587905585	0.000534581042707897	0.357668026089841	5.24271734213636e-05
MRPS24	0.172960426299227	0.0567634453731306	0.297409476343243	0.000878529291438935
URGCP	0.342813996491802	0.000188677932563673	0.297409476343243	0.000878529291438935
DBNL	0.0989764994021002	0.278079954362333	0.256798775105673	0.00429988003040583
PGAM2	0.137882108032019	0.129893215888041	0.857196593554262	0.344408234904874
POLM	0.00619254139042792	0.957372543882604	0.156311744102587	0.0938139256415847
AEBP1	0.176067199711573	0.0523932575383185	0.135061307365034	0.13800835357257
POLD2	-0.0542860355952771	0.552596162360249	0.246358359045175	0.00645103924935757
YKT6	0.392151643236914	7.92710895370296e-06	0.457492011336444	1.17286408159981e-07
CAMK2B	-0.000832825658062319	0.993506271893316	0.112613399300386	0.218769993046052
NUDCD3	0.430671322455351	7.3625733205247e-07	0.330270581027797	0.000203030922096872
DDX56	0.110025934531145	0.227650929495836	0.315257324751021	0.000404821521765895
TMED4	0.252331988684081	0.00504841174587087	0.376640045123628	1.9041005983663e-05
OGDH	0.200984728667736	0.0264324636417849	0.216741094719264	0.0174178938676472
ZMIZ2	0.20887764321634	0.0209486709180583	0.124349658709201	0.172362957588683
PPIA	0.186992636140558	0.0391728025153907	0.182397975693754	0.0443452232783896
PURB	0.415256382201803	1.97461474877276e-06	0.375550404133198	2.18968263137408e-05
MYO1G	0.0120965533966877	0.894794328903798	0.117726288024722	0.196551494766797
CCM2	0.335121809398252	0.000161202900249931	0.187454878791605	0.0386816587545684
TBRG4	0.16905295727962	0.0626806817854312	0.159165258197214	0.0799250977367048
IGFBP3	0.22396273977762	0.0131430389438744	0.294479600291701	0.000993102400334297
TNS3	0.276471083387728	0.00205198369416502	0.205266545151129	0.0233224215202657
HUS1	0.0296930900086157	0.745433718877713	0.519278556377821	8.88654883575066e-10
UPP1	0.27966887199026	0.00181009451405386	0.293935612317759	0.00101582178160388
ABCA13	-0.061550554843331	0.50063665401348	0.251512761404608	0.00896828330822312
IKZF1	0.0376467524450735	0.73386500633318	0.0317472073143683	0.728488381307118
FIGNL1	-0.06856101294133	0.453032582828505	0.183250154071235	0.043345064931291
GRB10	0.216919139869479	0.0163980337249877	0.233056828737921	0.0097839463293162
COBL	-0.0196723444073761	0.829711124815836	-0.135634047677558	0.136330177966296
SEC61G	0.0441966325576375	0.651251137337311	0.219283918379614	0.0156673197589959
EGFR	0.293151638932746	0.0014752135039581	0.333627298103616	0.00017314692097305
LANCL2	0.312548972284155	0.000456762723685664	0.384079516148754	1.36739848446467e-05
MRPS17	0.17483399253141	0.0540935109163807	0.404089033374384	3.91625235116932e-06
GBAS	0.355338423386368	5.91134418287649e-05	0.372202533432121	2.42691695758088e-05
PSPH	0.351029005077281	7.36303027358558e-05	0.387595522938311	3.71278432420063e-05
CCT6A	0.0927181080890058	0.30974737410795	0.471927432548974	4.08053727070373e-08
SUMF2	0.313598144039548	0.000435953261903385	0.421541625293745	1.32844122743222e-06
PHKG1	-0.256282937465936	0.0264591086718741	0.446468741494571	0.00303871232773494
CHCHD2	0.331484321020552	0.000191712689038104	0.491949210427713	8.6830763619749e-09
ZNF679	-0.0690868422674033	0.481619445397388	0.225375882451382	0.19300488777089
VKORC1L1	0.224130312500404	0.0130730205079484	0.474995018327339	3.23984029881651e-08
GUSB	0.144557735268579	0.112148172817823	0.403014818619342	4.17749668369206e-06
ASL	0.101418712074789	0.26633465148713	0.138673128322268	0.127684530467267
CRCP	-0.148488136680702	0.102619851433569	0.157508819371454	0.0831552993321612
RABGEF1	-0.0586398599516044	0.521143905271473	0.426272921266406	9.80505406037428e-07
SBDS	0.445544953487161	2.71063981740162e-07	0.306384396084896	0.000598670915087564
TYW1	-0.0697369178872557	0.445302524666766	0.525784249530973	5.01086069019573e-10
AUTS2	0.124967932471321	0.17022253935198	0.0509688764655194	0.577160781451426
NSUN5	0.304993227339473	0.000635849478694748	0.154014565405558	0.0903117616568927
BAZ1B	0.336101172819113	0.000153796029482167	0.423407192761598	1.17916804296477e-06
BCL7B	0.132485779752205	0.158108692788669	0.428386103323449	8.54854025754843e-07
TBL2	0.353068592173935	6.63881162614564e-05	0.43720106488275	4.77590587919517e-07
DNAJC30	0.120274666720227	0.300708449739912	0.200886961051068	0.0265074197417105
WBSCR22	0.325010029696303	0.000259623277752054	0.500190044127206	4.45953684859267e-09
ABHD11	0.147140553549473	0.105812373946459	0.171487487997304	0.0589376776618721
CLDN3	0.25673608952322	0.0043096567458647	-0.00618738120142859	0.946073045141569
ELN	0.0129069989128904	0.88779037533624	0.174631942950963	0.0574954854954263
LIMK1	0.126934115600105	0.163546513325526	0.220914353257532	0.0144751636334926
EIF4H	0.291071943508003	0.00114344749739741	0.492828807415941	8.09374587768401e-09
RFC2	0.0221636449381471	0.808536039504805	0.42055349791396	1.41460768174246e-06
CLIP2	0.314477538627922	0.000419188209336366	0.220743470101537	0.0145531998068037
GTF2IRD1	0.0519495618460865	0.628748095087134	0.0407974457359207	0.65547487728253
GTF2I	0.365986647905835	3.38906886428895e-05	0.358605212515276	4.99425308715133e-05
NCF1	0.0390438787961765	0.669396036600455	-0.132206911334383	0.14830795735752
GTF2IRD2B	0.0884946410281427	0.404194533529408	-1	NA
GATSL2	0.039190106807187	0.668230786644307	0.209243444962562	0.0207202378023468
POM121C	0.255809117838853	0.00445657267294854	0.27410693402958	0.00224924647360658
HIP1	0.193851389734603	0.0323988776337899	0.0898617770261528	0.324952771592836
RHBDD2	0.119280290155718	0.208259164835475	0.230254202296893	0.0107279176306883
POR	0.314129895825893	0.000425743423115518	0.236928785204845	0.00860030791646435
TMEM120A	0.202675554162499	0.0251644726136692	0.438695508453579	1.04911911707555e-06
STYXL1	0.01362636603454	0.914207798286809	0.475641098838833	8.89244725983898e-08
MDH2	0.248352701794283	0.00581101397020461	0.264869228618267	0.00319521425158807
SRRM3	0.18953889189868	0.282991872899801	0.00367575556919449	0.967947851229943
HSPB1	0.0621707366944222	0.496322432519097	0.102315464232201	0.270246433276888
YWHAG	0.422755767223049	1.22938242319063e-06	0.486016763818123	2.10410534303766e-08
CCDC146	-0.146964109450818	0.166894052777074	0.145870715707089	0.113434060999914
DTX2	0.198883390832232	0.028083915952322	0.338536646824624	0.000155593078376144
POMZP3	-0.0259371239465897	0.836226279756123	0.270167560649034	0.0026163373715811
FGL2	-0.129539174908797	0.155003969761907	-0.0758723776336873	0.406194686149478
PTPN12	0.465939467776616	6.36047747111551e-08	0.392073738791281	7.96296308061549e-06
RSBN1L	0.350927873300873	7.4007926171956e-05	0.269387524172	0.00269513968754435
MAGI2	-0.0133167805771647	0.884252255864187	0.120342751250218	0.188572610433542
GNAI1	0.227004462843053	0.0146995725334079	0.357947541065254	5.16742850055776e-05
CD36	-0.0190154403878387	0.835315629618393	-0.0283013821343599	0.759959416008136
GNAT3	0.138589895485029	0.38750775383916	0.105316859016583	0.687478666095304
SEMA3C	0.106970531752256	0.240902815108447	-0.0199822176080709	0.828500835213806
HGF	-0.0610141087064829	0.519008706023372	-0.010995100149394	0.904326096645496
CACNA2D1	-0.00655201123023442	0.942900276350348	-0.0730267045651659	0.426020898009144
PCLO	-0.0373396288071058	0.699883841297922	-0.0220852715636395	0.80920016316126
KIAA1324L	-0.0101265559941433	0.923675508581814	-0.0302916210217524	0.740483182813357
CROT	0.0589952808146228	0.51861710595697	0.0598332662941511	0.512684444714192
ABCB1	-0.0612105709182193	0.62538412716772	-0.128181741882229	0.159412557142785
SLC25A40	0.393108061828555	1.51500537641733e-05	0.213682669872481	0.0181145095347114
SRI	0.147268745607743	0.105505369468206	0.448263076600098	2.24653159806505e-07
STEAP4	0.029373378195546	0.748082375366251	-0.0987807771165559	0.279036078213172
ZNF804B	-0.0407296521127352	0.698288988208536	-0.117166248341376	0.483582179884891
GTPBP10	0.136726122030254	0.133173473460657	0.400153092152245	4.95627980407759e-06
CDK14	0.213629591602244	0.0181439079620238	0.214538599403902	0.0176460929564468
FZD1	0.139984886178741	0.124085567540371	0.2837611506488	0.00153835801275772
AKAP9	0.376990759850673	1.86765553895525e-05	0.078854548421416	0.387941726429736
CYP51A1	0.224606388700534	0.0128758715896917	0.380492420231082	2.51723554220842e-05
KRIT1	0.248967269737147	0.00568691630219138	0.429760006454356	7.81542937560844e-07
ANKIB1	0.16861370680664	0.0633762518101908	0.422027177551921	1.28794952595922e-06
GATAD1	0.0288872653543902	0.752115205698388	0.307336669638326	0.000574385046369014
PEX1	0.18730596298056	0.038839318071233	0.256232725045804	0.0043888879947581
FAM133B	0.0551171126201034	0.572843830247819	0.393367303201192	7.3869910970191e-06
CDK6	0.404448390561	3.83236498951944e-06	0.422406370561191	1.25714545651144e-06
SAMD9	0.121218618987077	0.183508286836205	0.0322991495743457	0.723957015251324
SAMD9L	0.00173511216014208	0.984866905125692	-0.0285101974692283	0.755248005467696
GNG11	0.00714237241814796	0.950841786541523	0.0288136273222703	0.75272669889077
BET1	0.352055969709492	0.000114123177626807	0.478141007440012	2.55119345383754e-08
COL1A2	-0.112730471827884	0.21635615709408	0.0385418208908115	0.673402765877428
CASD1	-0.0207721007360228	0.861525591874016	-0.0475912560650469	0.6026828895974
SGCE	0.132672936337749	0.159374946483932	0.499822435071094	9.62156234164984e-09
PEG10	0.120220575418567	0.18716940882095	0.235770429692041	0.00894040442998158
PPP1R9A	0.194915923470808	0.0314420154876646	0.310802387164645	0.000851990791731536
PON1	-0.032369608906874	0.723379237427874	0.074149222840282	0.479957229405127
PON3	0.0311701915985267	0.733235632410434	0.0634156289774385	0.496970399248614
PON2	0.38771475407364	1.02316970699726e-05	0.453844332524371	1.51986985408771e-07
PDK4	-0.00987740533769871	0.933434814266731	-0.0684429647314686	0.453812707567806
DYNC1I1	-0.0458259409406722	0.616218559938856	0.240955930027824	0.00750510435518772
SLC25A13	0.449516593061705	2.05901997818155e-07	0.565473486212717	1.15207043895183e-11
ASNS	0.520570786170127	7.93829099168343e-10	0.456710496136239	1.24014902191045e-07
LMTK2	0.249258226407787	0.00562899191326726	0.413363607581128	2.22148600277806e-06
TECPR1	0.204340757505145	0.0239668779654612	0.246808640001591	0.00635137416729188
BAIAP2L1	0.274731549928095	0.00219552683213478	0.289657085924994	0.00139723904478922
ARPC1A	-0.253106405207554	0.00491084105010731	0.485194572554151	1.47988661750576e-08
ARPC1B	0.120358637211155	0.18665980671345	0.428641965081679	8.40723758463753e-07
PDAP1	0.383145983248741	1.32559903792719e-05	0.434422948709684	5.74792073566183e-07
BUD31	0.353588381021798	6.46519416930077e-05	0.650214140538362	2.13725783815428e-15
CPSF4	0.257988881697931	0.00411799454999186	0.438095988256384	2.19803689986026e-05
ZKSCAN5	0.159260643075074	0.117258127939766	0.494148847448202	7.28080081029033e-09
ZNF655	0.149302999751522	0.112863738470049	0.114275428438518	0.210085743485562
TRIM4	0.297042151030659	0.000892198130022829	0.21859139648499	0.0160071567307771
AZGP1	0.0497321596614923	0.586447272757012	-0.0207330197064987	0.820679917591312
ZKSCAN1	0.104805484741823	0.250611881597028	0.1957188246667	0.0307362560256827
ZSCAN21	0.0911079402901774	0.412700597817678	0.562400155044012	1.90763570551155e-11
ZNF3	0.489571565183513	3.73531055858329e-08	0.603302073338957	1.92048627743474e-13
COPS6	-0.117644303639716	0.196865543668134	0.493414408266488	7.72289334278581e-09
MCM7	0.270323884210948	0.00260079741319922	0.350627172110795	8.05392550657977e-05
AP4M1	-0.0381016755479019	0.676922944121937	0.343427230647643	0.0146163738476358
TAF6	0.073053885844639	0.423902539011298	0.41483196166242	0.000215243122411383
CNPY4	0.294611676622699	0.000987656842760919	0.656862796153211	1.35407698962092e-05
MBLAC1	0.0729411919518578	0.440562266892202	0.197720205149396	0.0393170997498872
LAMTOR4	0.0289644177929103	0.751474693509862	0.359327267149861	4.81038715567405e-05
C7orf43	0.073348937102409	0.422028180556233	0.242321128721116	0.00938767332118935
GAL3ST4	0.107374945592507	0.255493532404651	0.252145223373914	0.00527021512297007
STAG3	0.136858416476796	0.174534811995977	0.267778409948002	0.0993277382235721
MEPCE	0.351613046168426	7.14844741099364e-05	0.402811111179362	2.04330694965163e-05
PPP1R35	0.193731581035573	0.0811686621162917	0.322583543039316	0.000492833567169927
TSC22D4	0.336967508746522	0.00014750889304951	0.278505421961852	0.00189493292615807
AGFG2	0.0169665764370373	0.852847787893864	0.203495412755017	0.0245685963445721
LRCH4	0.25679264629571	0.00430083502961396	0.124493366874156	0.173668112498914
PCOLCE	0.0152221388544548	0.86783210672554	0.0820307272103309	0.369054097787286
GNB2	0.0760385290687841	0.405164597131542	0.322161987255527	0.000296042920867623
GIGYF1	0.289736473189275	0.00120783057637701	0.283907865737729	0.00152934386103525
POP7	0.0997072624028424	0.274529577906555	0.441611488445279	3.54691672606427e-07
ZAN	-0.100491904071848	0.51630990125051	0.0516217797371591	0.675895260566065
EPHB4	0.269389071206577	0.00269498130340684	0.42622265574552	9.83697960398587e-07
SLC12A9	0.325464295342686	0.000254213455163745	0.182293248338845	0.0453694779971927
TRIP6	0.260075441433578	0.00381567610145589	0.251971819342703	0.00511355791924705
SRRT	0.0780408011298735	0.392872790574549	0.289520834454449	0.00121853122686318
UFSP1	-0.199942785480514	0.0833260387790895	-0.083772657242531	0.57133153269466
SERPINE1	0.40452063890973	1.70241777364058e-05	0.143143403228554	0.115740671793243
AP1S1	-0.0694397706869441	0.447248843162093	0.539584799328406	1.4266014794338e-10
PLOD3	0.610242929130764	8.53606500274791e-14	0.411255157419621	3.0698974593522e-06
ZNHIT1	0.0980108613636014	0.297375148485998	0.319866650825511	0.000368986459113336
FIS1	0.212952989636747	0.0185222869952648	0.257308960687651	0.0042210448521774
CUX1	0.091762433656827	0.314782294484191	0.0637073260970411	0.487549182095339
PRKRIP1	0.175035576207744	0.053812513820098	0.421067186627628	1.5154084606018e-06
ALKBH4	0.461901373193342	8.53931882071163e-08	0.43323979448936	2.27295438686004e-06
FAM185A	0.258666095152154	0.00401760111667198	0.305002671544887	0.00107580719677289
LRWD1	0.335054901298552	0.00016172082614081	0.395421295346672	0.000150276422962134
POLR2J	0.0839071351785029	0.358165937956454	0.444351877727469	2.94203502315928e-07
RASA4	-0.113324290665589	0.21393050840759	0.148196340121853	0.10330464049967
LRRC17	-0.241582866472047	0.0126018593742474	-0.0563615470639491	0.571749966333307
ARMC10	0.352202827835347	6.93769349692454e-05	0.602599625043267	5.21918985341802e-13
NAPEPLD	0.22525571613297	0.0504167498242126	0.179436799087557	0.0550060292611734
PMPCB	0.0830795386612662	0.362943372209848	0.427552034716769	9.02500815090847e-07
DNAJC2	0.492135485534235	8.55493332632704e-09	0.535454036829996	2.09026730689099e-10
ORC5	0.244743398146398	0.00658968235100521	0.504252673899795	3.18992939716937e-09
KMT2E	0.13691683828515	0.132627973721149	0.101221993126806	0.267268051572255
SRPK2	0.532241975350325	2.80325975351894e-10	0.28680732398049	0.00136077535118889
PUS7	0.606964576888097	1.25503447358849e-13	0.602703969924358	2.05759072399676e-13
RINT1	0.000640967740422271	0.994409397967889	0.639985445300655	2.08875316748604e-15
SYPL1	0.339864599334048	0.000128177596785849	0.426956140647646	9.38076429755237e-07
NAMPT	0.334454611309073	0.000166437229022583	0.28721059346502	0.00133872082294824
CCDC71L	0.385486456308836	4.12606460196788e-05	0.412642711168163	2.32299026060792e-06
PIK3CG	-0.0989816870075064	0.278054642361436	-0.0909422815077684	0.31914533771627
PRKAR2B	-0.00875221578139383	0.923776295947837	-0.0858438151318441	0.347139694781248
HBP1	0.0822504150769575	0.367768919699167	0.169597137507913	0.0618276092564214
COG5	-0.0310127016476931	0.734533101982397	0.502821287907728	3.59141299633502e-09
BCAP29	0.0827317111633101	0.364962963531573	0.180359398715265	0.0477456019836611
CBLL1	0.19106060520639	0.0350250119893911	0.143617739420882	0.114526003026386
DLD	0.419373725049335	1.5244387431924e-06	0.542361515629118	1.10030926331116e-10
LAMB1	0.168217350399839	0.0640092907142364	0.10536377506219	0.248082822099713
LAMB4	0.0752496984546728	0.478374658203597	0.0481713506560021	0.607600961546162
NRCAM	0.112299671741487	0.218128094519029	0.0739112420831756	0.418469365932721
PNPLA8	0.321384539690005	0.000306775278664274	0.348225380892466	8.47945875589777e-05
DNAJB9	0.149397617383194	0.144144042079069	0.260696269970991	0.00372965219730094
LRRN3	0.0359495255268759	0.748481060473522	-0.065684424784453	0.474113402770747
DOCK4	0.0586801707350048	0.520857008843515	0.133875926536952	0.141531497057454
ZNF277	0.32748490676568	0.00039912291310597	0.367577568497621	3.11347087004342e-05
IFRD1	0.274502793598854	0.00312079265157442	0.607572409259687	1.16886379088879e-13
TMEM168	0.227877978503402	0.0115899687083806	0.272438680708108	0.00239860198084966
TES	0.318715123982877	0.00034642378595031	0.314257995241573	0.000423317040099481
CAV1	-0.131006802610695	0.150341042607404	0.087688093727273	0.338869861659849
MET	0.172554084591242	0.130862701738081	0.257797294300618	0.00414680139504588
CAPZA2	0.10396067995104	0.254472551789167	0.250205902998442	0.00544395241726898
ST7	0.26267094726682	0.016437973183754	0.449841300422043	2.01293963858619e-07
WNT2	-0.145412827197426	0.240351429805536	-0.0659087765656786	0.470739262885191
CTTNBP2	-0.0808847517381557	0.496335034600043	-0.133043259415519	0.14573559400392
NAA38	-0.0474530782261151	0.603737597328817	0.149212774952127	0.113083906353935
ING3	0.279227216059298	0.00184188545489216	0.578140839710679	3.10012408475124e-12
FAM3C	0.354963488276697	6.02612937571744e-05	0.484539667499345	1.55744889981657e-08
AASS	0.148435150238265	0.102743934519218	0.17224899111753	0.0578052353048639
CADPS2	0.0965999616727717	0.289838904416282	0.0740415792777021	0.417646962300278
NDUFA5	-0.0266316974114198	0.770913534091398	0.304349992017065	0.000653746701890197
WASL	0.0930987718476863	0.307756577472975	0.304996019109078	0.000635772791684178
POT1	0.112801708461437	0.216064140062848	0.292152257860083	0.00109367449870282
ZNF800	0.34640957265775	9.28476112564414e-05	0.147508238948029	0.104933682010086
ARF5	0.531382877820783	3.0305964190083e-10	0.629350895182415	1.06466856418504e-14
GCC1	0.0330867359734793	0.717507585426053	0.512923620659284	1.53735214530727e-09
SND1	0.502374348783324	3.72642489245804e-09	0.499997265070293	4.53051164120989e-09
RBM28	0.470166357494419	4.65366888627721e-08	0.608337877705403	1.06848131777182e-13
IMPDH1	0.335570525013803	0.000157769084259057	0.232339534609702	0.0100183075353137
CALU	0.487349748876013	1.24994506843015e-08	0.492956529952651	9.24467311002189e-09
METTL2B	0.177557659794475	0.0576425615918648	0.224200986633398	0.013043587892225
FLNC	-0.00483342870329772	0.957861242213059	-0.00103694780717292	0.990955727718406
ATP6V1F	-0.0443695198149712	0.627483876469607	0.380558369929345	1.53238538881627e-05
IRF5	-0.0827963493889658	0.364587131074529	0.0414642794995557	0.650211582013531
TNPO3	0.432206471099332	6.65563456372688e-07	0.568351369359125	8.5917678979031e-12
AHCYL2	0.0753496034718642	0.409445784417917	0.213710228783524	0.0180992617500619
NRF1	0.0875969030636877	0.337344749388671	0.418508477808687	1.61008316239263e-06
UBE2H	0.348680549335575	8.28806905214167e-05	0.29828737563426	0.00084663409651105
KLHDC10	0.116625774931154	0.233823809282622	0.508454419877449	2.24529533861027e-09
TMEM209	0.232223384463089	0.0100567180831277	0.289814804011686	0.00126253035451636
CPA4	0.382282929605205	0.007331337155388	0.443671049996596	4.85504164643999e-07
CEP41	0.271871156648978	0.00245141908198764	0.354947191458585	6.47573428781923e-05
